Model Number,Input Configuration,Model Configuration,Accuracy,Precision,Recall,Model Size
48,"(6000, 'spectrogram')","[(2, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,9314460
49,"(6000, 'spectrogram')","[(2, 5, 'relu')]",0.8181818181818182,0.0,0.0,9314460
50,"(6000, 'spectrogram')","[(2, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,9496252
51,"(6000, 'spectrogram')","[(2, 3, 'relu')]",0.8181818181818182,0.0,0.0,9496252
52,"(6000, 'spectrogram')","[(2, 5, 'sigmoid'), (32, 5, 'relu')]",0.8181818181818182,0.0,0.0,143203728
53,"(6000, 'spectrogram')","[(4, 5, 'relu'), (32, 3, 'relu')]",1.0,1.0,1.0,146092232
54,"(6000, 'spectrogram')","[(2, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,9314460
55,"(6000, 'spectrogram')","[(2, 5, 'relu')]",0.8181818181818182,0.0,0.0,9314460
56,"(6000, 'spectrogram')","[(2, 5, 'relu'), (16, 5, 'relu')]",1.0,1.0,1.0,71603512
57,"(6000, 'spectrogram')","[(2, 5, 'relu')]",0.8181818181818182,0.0,0.0,9314460
58,"(6000, 'spectrogram')","[(2, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,9496252
59,"(6000, 'spectrogram')","[(2, 5, 'sigmoid'), (16, 5, 'relu')]",1.0,1.0,1.0,71603664
60,"(6000, 'spectrogram')","[(2, 5, 'relu'), (8, 5, 'relu')]",0.8181818181818182,0.0,0.0,35803480
61,"(6000, 'spectrogram')","[(2, 5, 'relu')]",1.0,1.0,1.0,9314460
62,"(6000, 'spectrogram')","[(4, 5, 'relu'), (32, 5, 'relu')]",0.8181818181818182,0.0,0.0,143210184
63,"(6000, 'spectrogram')","[(2, 5, 'relu'), (16, 5, 'sigmoid')]",0.9954545454545455,1.0,0.975,71603664
64,"(6000, 'spectrogram')","[(2, 5, 'relu'), (16, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,71603512
65,"(6000, 'spectrogram')","[(2, 5, 'relu'), (64, 3, 'sigmoid')]",1.0,1.0,1.0,292176144
66,"(6000, 'spectrogram')","[(4, 5, 'relu')]",0.8181818181818182,0.0,0.0,18626188
67,"(6000, 'spectrogram')","[(2, 5, 'sigmoid'), (32, 5, 'relu')]",0.9954545454545455,0.975609756097561,1.0,143203728
68,"(6000, 'spectrogram')","[(2, 5, 'relu')]",1.0,1.0,1.0,9314460
69,"(6000, 'spectrogram')","[(2, 5, 'relu'), (16, 5, 'sigmoid')]",0.8181818181818182,0.0,0.0,71603664
70,"(6000, 'spectrogram')","[(2, 5, 'relu')]",0.8181818181818182,0.0,0.0,9314460
71,"(6000, 'spectrogram')","[(2, 5, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,9314600
72,"(6000, 'spectrogram')","[(2, 5, 'relu')]",1.0,1.0,1.0,9314460
73,"(6000, 'spectrogram')","[(2, 5, 'sigmoid'), (32, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,143203728
74,"(6000, 'spectrogram')","[(2, 5, 'relu'), (32, 5, 'relu')]",1.0,1.0,1.0,143203576
75,"(6000, 'spectrogram')","[(2, 5, 'relu'), (2, 3, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,9134024
76,"(6000, 'spectrogram')","[(4, 5, 'relu'), (64, 3, 'sigmoid')]",1.0,1.0,1.0,292180968
77,"(6000, 'spectrogram')","[(2, 5, 'sigmoid')]",0.8181818181818182,0.0,0.0,9314612
78,"(6000, 'spectrogram')","[(4, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,18626196
79,"(6000, 'spectrogram')","[(2, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,9314468
80,"(6000, 'spectrogram')","[(2, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,9314468
81,"(6000, 'spectrogram')","[(2, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,9496260
82,"(6000, 'spectrogram')","[(2, 5, 'relu'), (32, 5, 'relu'), (2, 3, 'relu')]",0.9818181818181818,1.0,0.9,8782444
83,"(6000, 'spectrogram')","[(4, 5, 'relu'), (64, 3, 'sigmoid'), (8, 3, 'sigmoid')]",0.8181818181818182,0.0,0.0,35830800
84,"(6000, 'spectrogram')","[(2, 5, 'relu')]",1.0,1.0,1.0,9314468
85,"(6000, 'spectrogram')","[(2, 5, 'sigmoid')]",0.8181818181818182,0.0,0.0,9314612
86,"(6000, 'spectrogram')","[(2, 5, 'relu'), (32, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,143203588
87,"(6000, 'spectrogram')","[(8, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,37249652
88,"(6000, 'spectrogram')","[(2, 5, 'relu'), (32, 5, 'relu'), (2, 3, 'relu')]",0.9454545454545454,0.9666666666666667,0.725,8782444
89,"(6000, 'spectrogram')","[(2, 5, 'relu'), (32, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,143203588
90,"(6000, 'spectrogram')","[(2, 5, 'relu')]",0.8181818181818182,0.0,0.0,9314468
91,"(6000, 'spectrogram')","[(2, 5, 'relu'), (32, 5, 'relu'), (2, 3, 'relu')]",0.8454545454545455,1.0,0.15,8782444
92,"(6000, 'spectrogram')","[(4, 5, 'relu')]",1.0,1.0,1.0,18626196
93,"(6000, 'spectrogram')","[(2, 5, 'sigmoid'), (32, 5, 'relu')]",0.8181818181818182,0.0,0.0,143203744
94,"(6000, 'spectrogram')","[(2, 5, 'relu'), (32, 5, 'relu'), (2, 3, 'relu')]",0.8772727272727273,0.5970149253731343,1.0,8782444
95,"(6000, 'spectrogram')","[(2, 5, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,9314612
96,"(6000, 'spectrogram')","[(2, 5, 'sigmoid')]",0.8181818181818182,0.0,0.0,9314612
97,"(6000, 'spectrogram')","[(2, 5, 'relu'), (32, 5, 'sigmoid'), (2, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,8782600
98,"(6000, 'spectrogram')","[(4, 5, 'relu')]",1.0,1.0,1.0,18626196
99,"(6000, 'spectrogram')","[(2, 5, 'relu')]",0.8181818181818182,0.0,0.0,9314468
100,"(6000, 'spectrogram')","[(2, 3, 'relu')]",0.8181818181818182,0.0,0.0,9496284
101,"(6000, 'spectrogram')","[(4, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,18626220
102,"(6000, 'spectrogram')","[(2, 5, 'relu'), (32, 5, 'relu'), (2, 3, 'relu'), (8, 3, 'sigmoid')]",0.8181818181818182,0.0,0.0,34375136
103,"(6000, 'spectrogram')","[(4, 5, 'relu'), (32, 5, 'sigmoid'), (2, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,8789220
104,"(6000, 'spectrogram')","[(2, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,9314492
105,"(6000, 'spectrogram')","[(4, 5, 'relu')]",0.8181818181818182,0.0,0.0,18626220
106,"(6000, 'spectrogram')","[(2, 5, 'relu'), (32, 5, 'relu'), (2, 3, 'relu')]",0.9,1.0,0.45,8782492
107,"(6000, 'spectrogram')","[(4, 3, 'relu')]",0.8181818181818182,0.0,0.0,18989804
108,"(6000, 'spectrogram')","[(2, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,9314492
109,"(6000, 'spectrogram')","[(4, 5, 'relu'), (32, 5, 'sigmoid'), (2, 3, 'relu')]",1.0,1.0,1.0,8789220
110,"(6000, 'spectrogram')","[(2, 5, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,9314632
111,"(6000, 'spectrogram')","[(8, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,37249676
112,"(6000, 'spectrogram')","[(4, 5, 'relu'), (32, 5, 'sigmoid'), (2, 5, 'relu')]",0.8181818181818182,0.0,0.0,8613956
113,"(6000, 'spectrogram')","[(2, 5, 'relu'), (32, 3, 'relu'), (2, 3, 'relu')]",0.9363636363636364,1.0,0.65,8958396
114,"(6000, 'spectrogram')","[(4, 5, 'relu'), (32, 5, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,143210384
